更 一日乂
耕 耒二
赓 广彐人贝
庚 广彐人
羹 ⺷灬⺷大
埂 土一日乂
耿 耳火
梗 木一日乂
哽 口一日乂
鲠 鱼一日乂
绠 纟一日乂
攻 工攵
功 工力
工 工
恭 󰁺八
龚 龙󰁺八
蚣 虫八厶
供 亻󰁺八
躬 身弓
公 八厶
肱 月厶
觥 ⺈用⺌兀
宫 宀口口
弓 弓
汞 工水
巩 工凡
珙 王󰁺八
拱 扌󰁺八
廾 廾
贡 工贝
共 󰁺八
鞲 革󰀔󰀔冂土
篝 ⺮󰀔󰀔冂土
佝 亻勹口
钩 钅勹厶
勾 勹厶
沟 氵勹厶
缑 纟亻矢
苟 艹勹口
枸 木勹口
岣 山勹口
笱 ⺮勹口
狗 犭勹口
垢 土后
彀 士冖一弓殳
觏 󰀔󰀔冂土见
构 木勹厶
购 贝勹厶
够 勹口多
诟 讠后
遘 辶󰀀冂土
媾 女󰀀冂土
毂 士冖车殳
菰 艹子瓜
菇 艹女十口
鸪 十口鸟
辜 十口辛
酤 酉十口
轱 车十口
蛄 虫十口
咕 口十口
箍 ⺮扌匚巾
估 亻十口
觚 ⺈用瓜
沽 氵十口
孤 子瓜
姑 女十口
瞽 士口ㄥ十又目
鼓 士口ㄥ十又
嘏 十口二又
古 十口
蛊 虫皿
罟 罒十口
鹘 骨鸟
骨 骨
牯 牜十口
鹄 󰅃口鸟
谷 八人口
钴 钅十口
臌 月士口ㄥ十又
股 月殳
诂 讠十口
汩 氵日
故 十口攵
梏 木󰅃口
顾 厂页
固 囗十口
崓 山囗十口
崮 山囗十口
牿 牜󰅃口
锢 钅囗十口
鲴 鱼囗十口
痼 疒囗十口
雇 户隹
刮 舌刂
鸹 舌鸟
瓜 瓜
胍 月瓜
啩 口土土卜
剐 口冂人刂
呱 口瓜
寡 宀一自八刀
卦 土土卜
挂 扌土土
诖 讠土土
褂 衤土土卜
乖 千匕
拐 扌口力
怪 忄又土
棺 木宀󰃧
倌 亻宀󰃧
鳏 鱼罒氺
关 ㄥ大
官 宀󰃧
冠 冖二儿寸
观 又见
管 ⺮宀󰃧
馆 饣宀󰃧
瓘 王艹口口隹
掼 扌贝
鹳 艹口口隹鸟
罐 𠂉十凵艹口口隹
盥 水皿
惯 忄贝
灌 氵艹口口隹
涫 氵宀󰃧
贯 贝
桄 木⺌兀
咣 口⺌兀
光 ⺌兀
胱 月⺌兀
犷 犭广
广 广
逛 辶犭王
圭 土土
规 二人见
珪 王土土
瑰 王鬼
硅 石土土
归 彐
皈 白⺁又
鲑 鱼土土
龟 ⺈日乚
闺 门土土
妫 女为
匦 匚车九
轨 车九
晷 日夂卜口
簋 ⺮艮皿
鬼 鬼
诡 讠⺈厂⺋
庋 广十又
宄 宀九
癸 癶一大
桂 木土土
柜 木匚
贵 中一贝
跪 󰅃⺈厂⺋
炅 日火
刿 山夕刂
刽 人二厶刂
鳜 鱼厂ㄥㄥ欠
磙 石亠八厶󰀔󰀔
辊 车日󰁴匕
丨 丨
鲧 鱼ノ糸
衮 亠八厶󰀔󰀔
滚 氵亠八厶󰀔󰀔
绲 纟日󰁴匕
棍 木日󰁴匕
埚 土口冂人
聒 耳舌
蝈 虫囗玉
呙 口冂人
崞 山亠口子
锅 钅口冂人
郭 亠口子阝
掴 扌囗玉
国 囗玉
帼 巾囗玉
虢 爫寸虎
馘 ㄥ自戈口
椁 木亠口子
蜾 虫日木
果 日木
猓 犭日木
裹 亠日木󰀔󰀔
过 辶寸
铪 钅人一口
哈 口人一口
嗨 口氵𠂉母
骸 骨亠人
孩 子亠人
醢 酉口皿
胲 月亠人
海 氵𠂉母
嗐 口宀丰口
氦 气亠人
亥 亠人
害 宀丰口
骇 马亠人
顸 一十页
酣 酉甘
蚶 虫甘
鼾 自田一一十
憨 乛耳攵心
邗 一十阝
邯 甘阝
韩 十日十𠃌
咁 口甘
晗 日人丶乛口
含 人丶乛口
焓 火人丶乛口
涵 氵乛氺凵
寒 宀󰀀八
函 乛氺凵
喊 口戊一口
罕 冖八一十
撼 扌戊一口心
捍 扌日一十
撖 扌乛耳攵
菡 艹乛氺凵
翰 十日十人习习
旱 日一十
颔 人丶乛口页
憾 忄戊一口心
悍 忄日一十
焊 火日一十
汗 氵一十
瀚 氵十日十人习习
汉 氵又
夯 大力
杭 木亠几
航 舟亠几
颃 亠几页
绗 纟行
沆 氵亠几
蒿 艹亠口⺌
薅 艹女辰寸
嚆 口艹亠口⺌
壕 土亠口冖豕
蚝 虫毛
嗥 口白大十
嚎 口亠口冖豕
豪 亠口冖豕
毫 亠口冖毛
濠 氵亠口冖豕
郝 土八阝
好 女子
耗 耒毛
号 口一ㄅ
昊 日一大
颢 日亠口小页
皓 白󰅃口
皜 白亠口⺌
灏 氵日亠口小页
浩 氵󰅃口
澔 氵白󰅃口
呵 口丁口
嗬 口艹亻丁口
喝 口日匃
诃 讠丁口
翮 一口习习
盍 土厶皿
荷 艹亻丁口
菏 艹氵丁口
核 木亠人
蚵 虫丁口
曷 日匃
和 禾口
禾 禾
何 亻丁口
颌 人一口页
盒 人一口皿
郃 人一口阝
合 人一口
貉 豸夂口
劾 亠人力
阖 门土厶皿
阂 门亠人
河 氵丁口
涸 氵囗十口
赫 土八土八
壑 ┝ 冖一八人口又土
褐 衤日匃
鹤 冖隹鸟
贺 力口贝
嘿 口󰀹土灬
黑 󰀹土灬
痕 疒艮
很 彳艮
狠 犭艮
恨 忄艮
哼 口亠口了
亨 亠口了
珩 王行
蘅 艹行⺈田大
横 木󰁺由八
桁 木行
衡 行大
恒 忄二日
姮 女二日
薨 艹罒冖一夕匕
轰 车又又
哄 口󰁺八
訇 勹言
烘 火󰁺八
蕻 艹镸󰁺八
荭 艹纟工
虹 虫工
闳 门厶
鸿 氵工鸟
洪 氵󰁺八
泓 氵弓厶
黉 󰀧冖󰁺由八
宏 宀厶
弘 弓厶
红 纟工
纮 纟厶
讧 讠工
喉 口亻矢
骺 骨⺁一口
篌 ⺮亻矢
侯 亻矢
猴 犭亻矢
瘊 疒亻矢
糇 米亻矢
吽 口牛
吼 口子乚
堠 土亻矢
厚 厂日子
候 亻丨矢
後 彳ㄥ厶夂
后 ⺁一口
鲎 󰀧冖鱼
逅 辶后
轷 车ノ
虍 虍
呼 口ノ
唿 口勹心
乎 ノ
忽 勹心
惚 忄勹心
烀 火ノ
滹 氵虍ノ
觳 士冖一⺈用殳
壶 士冖业
瑚 王十口月
葫 艹十口月
鹕 十口月鸟
胡 十口月
槲 木⺈用十
醐 酉十口月
蝴 虫十口月
囫 囗勹
猢 犭十口月
狐 犭瓜
斛 ⺈用十
糊 米十口月
煳 火十口月
湖 氵十口月
弧 弓瓜
琥 王虎
虎 虎
唬 口虎
浒 氵讠𠂉十
互 二ノ
护 扌户
瓠 大二ㄅ瓜
岵 山十口
笏 ⺮勹
鹱 鸟艹隹又
冱 冫二ノ
怙 忄十口
沪 氵户
扈 户口巴
戽 户十
户 户
祜 礻十口
花 艹亻
哗 口亻十
华 亻十
铧 钅亻十
猾 犭骨
滑 氵骨
骅 马亻十
画 一田凵
桦 木亻十
划 戈刂
化 亻
话 讠舌
槐 木鬼
踝 ⻊日木
徊 彳囗口
怀 忄不
淮 氵隹
坏 土不
獾 犭艹口口隹
欢 又欠
环 王不
鬟 髟罒一口󰀔󰀔
萑 艹隹
桓 木二日
鹮 罒一口󰀔󰀔鸟
锾 钅爫一又
郇 勹日阝
洹 氵二日
还 辶不
寰 宀罒一口󰀔󰀔
缳 纟罒一口󰀔󰀔
缓 纟爫一又
擐 扌罒一口󰀔󰀔
换 扌⺈冂大
患 口口丨心
唤 口⺈冂大
奂 ⺈冂大
鲩 鱼宀二儿
痪 疒⺈冂大
豢 豕
焕 火⺈冂大
漶 氵口口丨心
涣 氵⺈冂大
浣 氵宀二儿
逭 辶宀󰃧
宦 宀臣
幻 ㄥ厶𠃌
荒 艹亡
肓 亡月
慌 忄艹亡
璜 王󰁺由八
黄 󰁺由八
磺 石󰁺由八
蟥 虫󰁺由八
蝗 虫白王
簧 ⺮󰁺由八
篁 ⺮白王
皇 白王
徨 彳白王
凰 几白王
獚 犭󰁺由八
鳇 鱼白王
癀 疒󰁺由八
惶 忄白王
煌 火白王
潢 氵󰁺由八
湟 氵白王
遑 辶白王
隍 阝白王
晃 日⺌兀
幌 巾日⺌兀
谎 讠艹亡
恍 忄⺌兀
皝 白王⺌兀
滉 氵日⺌兀
珲 王冖车
挥 扌冖车
灰 火
虺 兀虫
咴 口火
晖 日冖车
辉 ⺌兀冖车
徽 彳山一糸攵
诙 讠火
麾 广木木毛
恢 忄火
隳 阝工月人
茴 艹囗口
蛔 虫囗口
回 囗口
洄 氵囗口
悔 忄𠂉母
恚 土土心
慧 丰丰彐心
彗 丰丰彐
蕙 艹心
荟 艹人二厶
卉 十廾
桧 木人二厶
惠 心
蟪 虫心
哕 口山夕
喙 口ノ豕
晦 日𠂉母
贿 贝月
秽 禾山夕
毁 臼工殳
会 人二厶
讳 讠𠃌
诲 讠𠂉母
烩 火人二厶
汇 氵匚
浍 氵人二厶
缋 纟中一贝
绘 纟人二厶
荤 艹冖车
昏 氏日
阍 门氏日
婚 女氏日
魂 二厶鬼
馄 饣日󰁴匕
浑 氵冖车
诨 讠冖车
溷 氵囗豕
混 氵日󰁴匕
耠 耒人一口
攉 扌雨隹
劐 艹隹又刂
锪 钅勹心
豁 宀丰口八人口
活 氵舌
夥 日木多
伙 亻火
钬 钅火
火 火
藿 艹雨隹
获 艹犭大丶
霍 雨隹
惑 戈口心
或 戈口
蠖 虫艹隹又
嚯 口雨隹
货 亻贝
镬 钅艹隹又
祸 礻口冂人
丌 一
圾 土ㄋ丿
击 凵
玑 王几
芨 艹ㄋ丿
基 其土
赍 十人人冖贝
机 木几
墼 車凵殳土
矶 石几
剞 大丁口刂
乩 ┝ 口乚
咭 口士口
叽 口几
唧 口卩
跻 ⻊文
畸 田大丁口
羁 罒革马
笄 ⺮一廾
箕 ⺮其
犄 牜大丁口
嵇 禾尤山
稽 禾尤匕日
积 禾口八
饥 饣几
肌 月几
讥 讠几
齑 文非一
激 氵白方攵
迹 辶亠八
屐 尸彳十又
鸡 又鸟
绩 纟贝
缉 纟口耳
畿 ㄥ厶ㄥ厶戈田
姬 女
殛 一夕了口又一
吉 士口
蕺 艹口耳戈
蒺 艹疒矢
楫 木口耳
棘 木冂木冂
极 木ㄋ丿
辑 车口耳
戢 口耳戈
岌 山ㄋ丿
籍 ⺮耒󰁺日
笈 ⺮ㄋ丿
佶 亻士口
集 隹木
急 ⺈彐心
疾 疒矢
瘠 疒人月
汲 氵ㄋ丿
即 卩
亟 了口又一
及 ㄋ丿
级 纟ㄋ丿
嫉 女疒矢
掎 扌大丁口
挤 扌文
戟 十日十戈
虮 虫几
嵴 山人月
几 几
麂 鹿几
脊 人月
己 己
髻 髟士口
技 扌十又
芰 艹十又
蓟 艹鱼刂
霁 雨文
哜 口文
跽 ⻊己心
觊 山见
稷 禾田八夂
季 禾子
伎 亻十又
偈 亻日匃
鲚 鱼文
鲫 鱼卩
祭 示
计 讠十
记 讠己
剂 文刂
冀 匕田󰁺八
悸 忄禾子
洎 氵自
济 氵文
寄 宀大丁口
寂 宀上小又
骥 马匕田󰁺八
彐 彐
暨 匚儿日一
既 匚儿
际 阝示
忌 己心
纪 纟己
继 纟󰄃米
妓 女十又
嘉 士口ㄥ力口
夹 二火
珈 王力口
葭 艹二又
枷 木力口
跏 ⻊力口
笳 ⺮力口
佳 亻土土
镓 钅宀豕
痂 疒力口
浃 氵二火
迦 辶力口
家 宀豕
袷 衤人一口
袈 力口亠󰀔󰀔
加 力口
戛 一自戈
颊 二火页
郏 二火阝
恝 丰刀心
荚 艹二火
蛱 虫二火
岬 山甲
铗 钅二火
贾 覀贝
甲 甲
钾 钅甲
胛 月甲
瘕 疒二又
稼 禾宀豕
价 亻人
假 亻二又
架 力口木
驾 力口马
嫁 女宀豕
歼 一夕千
搛 扌ㄥㄥ
蒹 艹ㄥㄥ
菅 艹宀󰃧
鞯 革艹丨子
戋 戋
监 〢皿
坚 〢又土
尖 小大
笺 ⺮戋
犍 牜廴肀二
鲣 鱼〢又土
间 门日
煎 ㄥ月刂灬
鹣 ㄥㄥ鸟
兼 ㄥㄥ
湔 氵ㄥ月刂
肩 户月
艰 又艮
缄 纟戊一口
缣 纟ㄥㄥ
奸 女一十
戬 一业日戈
拣 扌󰀂𠃌八
捡 扌人二
茧 艹虫
柬 木󰀹
枧 木见
检 木人二
碱 石戊一口
硷 石人二
囝 囗子
趼 ⻊一廾
睑 目人二
笕 ⺮见
简 ⺮门日
俭 亻人二
锏 钅门日
谫 讠ㄥ月刂刀
减 冫戊一口
剪 ㄥ月刂刀
翦 ㄥ月刂习习
蹇 宀󰀀八足
謇 宀󰀀八言
裥 衤门日
荐 艹丨子
槛 木〢皿
楗 木廴肀二
践 ⻊戋
踺 ⻊廴肀二
鉴 〢金
贱 贝戋
见 见
箭 ⺮ㄥ月刂
毽 毛廴肀二
僭 亻匚儿匚儿日
牮 亻弋牛
件 亻牛
健 亻廴肀二
剑 人二刂
饯 饣戋
键 钅廴肀二
舰 舟见
腱 月廴肀二
谏 讠木󰀹
渐 氵车斤
溅 氵贝戋
涧 氵门日
建 廴肀二
豇 一口ㄥ工
殭 一夕三田田
茳 艹氵工
礓 石三田田
僵 亻三田田
将 丬夕寸
浆 丬夕水
姜 ⺷女
江 氵工
疆 弓土三田田
缰 纟三田田
耩 耒󰀀冂土
蒋 艹丬夕寸
讲 讠二
桨 丬夕木
奖 丬夕大
匠 匚斤
酱 丬夕酉
糨 米弓口虫
洚 氵夂
降 阝夂
犟 弓口虫牛
绛 纟夂
蕉 艹隹灬
艽 艹九
茭 艹亠八乂
椒 木上小又
礁 石隹灬
蛟 虫亠八乂
跤 ⻊亠八乂
僬 亻隹灬
鹪 隹灬鸟
焦 隹灬
胶 月亠八乂
鲛 鱼亠八乂
郊 亠八乂阝
交 亠八乂
浇 氵󰅁兀
骄 马ノ大
娇 女ノ大
姣 女亠八乂
挢 扌ノ大
搅 扌冖见
矫 矢ノ大
侥 亻󰅁兀
佼 亻亠八乂
皦 白白方攵
皎 白亠八乂
敫 白方攵
徼 彳白方攵
饺 饣亠八乂
铰 钅亠八乂
脚 月土厶卩
狡 犭亠八乂
角 ⺈用
湫 氵禾火
缴 纟白方攵
绞 纟亠八乂
剿 巛日木刂
教 耂子攵
酵 酉耂子
醮 酉隹灬
鹀 车ノ大
较 车亠八乂
噍 口隹灬
叫 口丩
峤 山ノ大
窖 穴󰅃口
揭 扌日匃
接 扌立女
喈 口󰁴匕白
嗟 口⺶工
秸 禾士口
街 行土土
皆 󰁴匕白
疖 疒
阶 阝人
颉 士口页
劼 士口力
劫 土厶力
捷 扌一彐
拮 扌士口
节 艹
截 隹
杰 木灬
碣 石日匃
睫 目一彐
鲒 鱼士口
桀 夕木
讦 讠一十
诘 讠士口
竭 立日匃
羯 ⺶日匃
洁 氵士口
孑 了
卩 卩
结 纟士口
婕 女一彐
解 ⺈用刀牛
姐 女且
她 女也
藉 艹耒󰁺日
芥 艹人
戒 戈廾
蚧 虫人
界 田人
骱 骨人
借 亻󰁺日
介 人
诫 讠戈廾
疥 疒人
届 尸由
巾 巾
筋 ⺮月力
今 人丶乛
钅 钅
金 金
斤 斤
津 氵肀二
襟 衤木木示
衿 衤人丶乛
矜 乛乛亅丿人丶乛
瑾 王廿口王
堇 廿口王
槿 木廿口王
紧 〢又糸
仅 亻又
馑 饣廿口王
锦 钅白巾
谨 讠廿口
廑 广廿口
卺 乛水一⺋
晋 一业日
荩 艹尸
觐 廿口王见
靳 革斤
禁 木木示
噤 口木木示
赆 贝尸
烬 火尸
浸 氵彐冖又
进 辶二
近 辶斤
尽 尸
劲 工力
缙 纟一业日
妗 女人丶乛
荆 艹一廾刂
菁 艹月
茎 艹工
兢 十口儿十口儿
晶 日日日
睛 目月
腈 月月
鲸 鱼亠口小
京 亠口小
旌 方𠂉生
惊 忄亠口小
粳 米一日乂
精 米月
泾 氵工
经 纟工
婛 女亠口小
井 二
璟 王日亠口小
警 艹勹口攵言
景 日亠口小
儆 亻艹勹攵
肼 月二
憬 忄日亠口小
颈 工页
刭 工刂
阱 阝二
境 土立日儿
靓 月见
静 月⺈⺈
敬 艹勹口攵
径 彳工
镜 钅立日儿
胫 月工
獍 犭立日儿
靖 立月
竞 立口儿
竟 立日儿
痉 疒工
净 冫⺈⺈
迳 辶工
弪 弓工
婧 女月
冂 冂
扃 户⺌
炯 火⺌
迥 辶⺌
窘 穴尹口
赳 走丩
鬏 髟禾火
揪 扌禾火
啾 口禾火
鸠 九鸟
阄 门⺈日乚
究 穴九
纠 纟丩
玖 王⺈
韭 非一
九 九
灸 ⺈丶火
久 ⺈
酒 氵酉
救 丶攵
柩 木匚⺈丶
桕 木臼
厩 厂匚儿
旧 丨日
僦 亻亠口小尤
舅 臼田力
臼 臼
咎 夂卜口
鹫 亠口小尤鸟
就 亠口小尤
疚 疒⺈
趄 走且
琚 王尸十口
拘 扌勹口
掬 扌勹米
苴 艹且
鞫 革勹言
鞠 革勹米
椐 木尸十口
雎 且隹
锔 钅尸𠃌口
狙 犭且
疽 疒且
裾 衤尸十口
驹 马勹口
居 尸十口
菊 艹勹米
桔 木士口
橘 木乛乛亅丿
焗 火尸𠃌口
局 尸𠃌口
莒 艹口口
榉 木󰀧一八
龃 齿且
咀 口且
踽 ⻊ノ虫冂
榘 矢匚木
矩 矢匚
沮 氵且
举 󰀧一八
聚 耳又乑
拒 扌匚
据 扌尸十口
苣 艹匚
醵 酉虍豕
巨 匚
距 ⻊匚
踞 ⻊尸十口
瞿 目目隹
具 八
犋 牜八
俱 亻八
倨 亻尸十口
钜 钅匚
锯 钅尸十口
飓 几乂八
句 勹口
讵 讠匚
惧 忄八
炬 火匚
遽 辶虍豕
窭 穴米女
剧 尸十口刂
屦 尸彳米女
捐 扌口月
鹃 口月鸟
镌 钅隹ㄋ丿
蠲 ㄥ八皿罒勹虫
涓 氵口月
娟 女口月
锩 钅⺋
卷 ⺋
鄄 覀土阝
倦 亻⺋
隽 隹ㄋ丿
狷 犭口月
桊 木
眷 目
绢 纟口月
撅 扌厂ㄥㄥ欠
噘 口厂ㄥㄥ欠
玨 王王
珏 王玉
攫 扌目目隹又
抉 扌大
掘 扌尸屮凵
蕨 艹厂ㄥㄥ欠
橛 木厂ㄥㄥ欠
桷 木⺈用
劂 厂ㄥㄥ欠刂
厥 厂ㄥㄥ欠
虳 虫勹丶
噱 口虍豕
嚼 口爫罒寸
蹶 ⻊厂ㄥㄥ欠
矍 目目隹又
崛 山尸屮凵
傕 亻冖隹
倔 亻尸屮凵
镢 钅厂ㄥㄥ欠
爵 爫罒寸
獗 犭厂ㄥㄥ欠
觖 ⺈用大
诀 讠大
谲 讠乛乛亅丿
决 冫大
爝 火爫罒寸
觉 󰀧冖见
孓 了
绝 纟⺈巴
均 土勹冫
菌 艹囗禾
筠 ⺮土勹冫
钧 钅勹冫
麇 鹿禾
皲 冖车皮
军 冖车
君 尹口
珺 王尹口
捃 扌尹口
峻 山厶八夂
俊 亻厶八夂
竣 立厶八夂
浚 氵厶八夂
骏 马厶八夂
郡 尹口阝
咔 口上卜
喀 口宀夂口
咖 口力口
卡 上卜
佧 亻上卜
胩 月上卜
开 一廾
揩 扌󰁴匕白
锎 钅门一廾
垲 土山己
蒈 艹󰁴匕白
楷 木󰁴匕白
剀 山刂
凯 山几
铠 钅山己
锴 钅󰁴匕白
恺 忄山己
慨 忄匚儿
忾 忄气
刊 一十刂
堪 土其󰄃
戡 其󰄃戈
勘 其󰄃力
龛 人一口龙
坎 土欠
莰 艹土欠
砍 石欠
侃 亻口
瞰 目乛耳攵
崁 山土欠
看 目
阚 门乛耳攵
康 广彐氺
慷 忄广彐氺
糠 米广彐氺
扛 扌工
抗 扌亠几
伉 亻亠几
钪 钅亠几
亢 亠几
闶 门亠几
炕 火亠几
尻 尸九
考 耂一ㄅ
拷 扌耂一ノ
栲 木耂一ㄅ
烤 火耂一ㄅ
靠 󰅃口非
犒 牜亠口⺌
铐 钅耂一ㄅ
坷 土丁口
珂 王丁口
苛 艹丁口
柯 木丁口
棵 木日木
磕 石土厶皿
轲 车丁口
蝌 虫禾十
颗 日木页
瞌 目土厶皿
髁 骨日木
稞 禾日木
科 禾十
钶 钅丁口
颏 亠人页
疴 疒丁口
窠 穴日木
壳 士冖几
咳 口亠人
可 丁口
岢 山丁口
渴 氵日匃
克 十口儿
嗑 口土厶皿
氪 气十口儿
锞 钅日木
课 讠日木
刻 亠人刂
恪 忄夂口
溘 氵土厶皿
客 宀夂口
骒 马日木
缂 纟革
肯 止月
啃 口止月
垦 艮土
恳 艮心
裉 衤艮
坑 土亠几
吭 口亠几
铿 钅〢又土
崆 山穴工
箜 ⺮穴工
倥 亻穴工
空 穴工
恐 工凡心
孔 子乚
控 扌穴工
抠 扌匚乂
芤 艹子乚
眍 目匚乂
口 口
扣 扌口
蔻 艹宀二儿┝ 又
叩 口卩
筘 ⺮扌口
寇 宀二儿┝ 又
堀 土尸屮凵
枯 木十口
刳 大二ㄅ刂
哭 口口大丶
骷 骨十口
窟 穴尸屮凵
苦 艹十口
酷 酉󰅃口
库 广车
喾 󰀧冖󰅃口
裤 衤广车
绔 纟大二ㄅ
夸 大二ㄅ
垮 土大二ㄅ
侉 亻大二ㄅ
挎 扌大二ㄅ
跨 ⻊大二ㄅ
胯 月大二ㄅ
蒯 艹月月刂
块 土大
哙 口人二厶
筷 ⺮忄大
侩 亻人二厶
郐 人二厶阝
脍 月人二厶
狯 犭人二厶
快 忄大
髋 骨宀艹见
宽 宀艹见
款 土示欠
匡 匚王
哐 口匚王
筐 ⺮匚王
诓 讠匚王
狂 犭王
诳 讠犭王
夼 大川
圹 土广
框 木匚王
矿 石广
旷 日广
眶 目匚王
贶 贝口儿
况 冫口儿
邝 广阝
纩 纟广
亏 二ㄅ
盔 火皿
岿 山彐
悝 忄日土
窥 穴二人见
揆 扌癶一大
葵 艹癶一大
奎 大土土
蝰 虫大土土
喹 口大土土
暌 日癶一大
睽 目癶一大
魁 鬼十
馗 九ㄥ自
夔 ㄥ止自巳八夂
逵 辶土八土
跬 ⻊土土
傀 亻鬼
聩 耳中一贝
蒉 艹中一贝
匮 匚中一贝
喟 口田月
篑 ⺮中一贝
馈 饣中一贝
愦 忄中一贝
愧 忄鬼
溃 氵中一贝
坤 土申
琨 王日󰁴匕
髡 髟兀
醌 酉日󰁴匕
昆 日󰁴匕
崐 山日󰁴匕
锟 钅日󰁴匕
鲲 鱼日󰁴匕
堃 方方土
捆 扌囗木
阃 门囗木
悃 忄囗木
困 囗木
睏 目囗木
括 扌舌
扩 扌广
栝 木舌
蛞 虫舌
廓 广亠口子阝
阔 门氵舌
垃 土立
拉 扌立
啦 口扌立
邋 辶巛囗乂
砬 石立
旯 日九
喇 口木口刂
剌 木口刂
蜡 虫󰁺日
腊 月󰁺日
辣 辛木口
瘌 疒木口刂
来 二氺
莱 艹来
崃 山来
徕 彳来
铼 钅来
涞 氵来
赉 来贝
赖 木口⺈贝
睐 目来
籁 ⺮木口⺈贝
癞 疒木口⺈贝
濑 氵木口⺈贝
拦 扌ㄥ二
蓝 艹〢皿
婪 木木女
栏 木ㄥ二
岚 山几乂
篮 ⺮〢皿
镧 钅门木󰀹
谰 讠门木󰀹
斓 文门木󰀹
阑 门木󰀹
兰 ㄥ二
澜 氵门木󰀹
褴 衤〢皿
揽 扌〢见
榄 木〢见
览 〢见
罱 罒十
懒 忄木口⺈贝
漤 氵木木女
缆 纟〢见
烂 火ㄥ二
滥 氵〢皿
啷 口丶阝
琅 王丶艮
莨 艹丶艮
榔 木丶阝
螂 虫丶阝
稂 禾丶艮
锒 钅丶艮
狼 犭丶艮
郎 丶阝
廊 广丶阝
朗 丶月
阆 门丶艮
蒗 艹氵丶艮
浪 氵丶艮
捞 扌艹冖力
劳 艹冖力
醪 酉习习人彡
唠 口艹冖力
崂 山艹冖力
铹 钅艹冖力
痨 疒艹冖力
牢 宀牛
老 耂匕
栳 木耂匕
佬 亻耂匕
铑 钅耂匕
潦 氵大丷日小
姥 女耂匕
耢 耒艹冖力
酪 酉夂口
烙 火夂口
涝 氵艹冖力
勒 革力
叻 口力
仂 亻力
鳓 鱼革力
乐 小
泐 氵阝力
檑 木雨田
雷 雨田
镭 钅雨田
羸 亡口月羊凡
缧 纟田糸
嫘 女田糸
耒 耒
蕾 艹雨田
磊 石石石
儡 亻田田田
诔 讠耒
垒 厶厶厶土
擂 扌雨田
酹 酉爫寸
累 田糸
肋 月力
类 米大
泪 氵目
嘞 口革力
塄 土罒方
棱 木土八夂
楞 木罒方
冷 冫人
愣 忄罒方
鹂 一鸟
嫠 二小攵厂女
璃 王亠乂凵冂厶
莉 艹禾刂
藜 艹禾勹丿人氺
蓠 艹亠乂凵冂厶
厘 厂日土
蜊 虫禾刂
喱 口厂日土
嚟 口禾勹丿人氺
罹 罒忄隹
篱 ⺮亠乂凵冂厶
梨 禾刂木
犁 禾刂牛
黧 禾勹丿󰀹土灬
黎 禾勹丿人氺
狸 犭日土
鲡 鱼一
离 亠乂凵冂厶
漓 氵亠乂凵冂厶
骊 马一
缡 纟亠乂凵冂厶
蠡 ノ豕虫虫
理 王日土
李 木子
醴 酉日〢一口ㄥ
哩 口日土
里 日土
俚 亻日土
锂 钅日土
鲤 鱼日土
鳢 鱼日〢一口ㄥ
澧 氵日〢一口ㄥ
逦 辶一
礼 礻乚
娌 女日土
吏 一口乂
郦 一阝
丽 一
坜 土厂力
苈 艹厂力
莅 艹亻立
荔 艹力力力
枥 木厂力
栎 木小
栗 覀木
雳 雨厂力
砺 石厂一
砾 石小
励 厂一力
厉 厂一
歷 厂禾禾止
历 厂力
轹 车小
蛎 虫厂一
呖 口厂力
唳 口户大丶
跞 ⻊小
詈 罒言
篥 ⺮覀木
笠 ⺮立
利 禾刂
俪 亻一
例 亻一夕刂
傈 亻覀木
俐 亻禾刂
猁 犭禾刂
立 立
疠 疒一
疬 疒厂力
痢 疒禾刂
粝 米厂一
粒 米立
溧 氵覀木
沥 氵厂力
戾 户大丶
隶 彐氺
力 力
俩 亻一冂人人
联 耳ㄥ大
莲 艹辶车
奁 大匚乂
蠊 虫广ㄥㄥ
镰 钅广ㄥㄥ
臁 月广ㄥㄥ
鲢 鱼辶车
廉 广ㄥㄥ
怜 忄人
濂 氵广ㄥㄥ
涟 氵辶车
连 辶车
帘 穴巾
裢 衤辶车
琏 王辶车
蔹 艹人二攵
敛 人二攵
脸 月人二
裣 衤人二
殓 一夕人二
楝 木木󰀹
链 钅辶车
恋 亦心
娈 亦女
炼 火󰀂𠃌八
潋 氵人二攵
练 纟󰀂𠃌八
墚 土氵刀八木
椋 木亠口小
踉 ⻊丶艮
良 丶艮
凉 冫亠口小
粮 米丶艮
梁 氵刀八木
粱 氵刀八米
两 一冂人人
魉 鬼一冂人人
辆 车一冂人人
量 日一日土
晾 日亠口小
亮 亠口冖几
谅 讠亠口小
聊 耳󰁚丿卩
撩 扌大丷日小
鹩 大丷日小鸟
嘹 口大丷日小
僚 亻大丷日小
镣 钅大丷日小
獠 犭大丷日小
疗 疒了
廖 广习习人彡
燎 火大丷日小
辽 辶了
寮 宀大丷日小
寥 宀习习人彡
缭 纟大丷日小
蓼 艹习习人彡
钌 钅了
了 了
撂 扌田夂口
尥 尢勹丶
瞭 目大丷日小
料 米十
咧 口一夕刂
裂 一夕刂亠󰀔󰀔
烈 一夕刂灬
列 一夕刂
埒 土爫寸
趔 走一夕刂
鬣 髟巛囗乂
捩 扌户大丶
躐 ⻊巛囗乂
劣 小丿力
猎 犭󰁺日
